# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 12114940 153172 0.012643
2 12114940 78992 0.006520
3 12114940 69503 0.005737
4 12114940 60061 0.004958
5 12114940 57642 0.004758
6 12114940 58263 0.004809
7 12114940 53930 0.004452
8 12114940 53173 0.004389
9 12114940 52780 0.004357
10 12114940 50029 0.004130
11 12114940 74020 0.006110
12 12114940 48789 0.004027
13 12114940 48358 0.003992
14 12114940 48644 0.004015
15 12114940 52478 0.004332
16 12114940 45455 0.003752
17 12114940 44945 0.003710
18 12114940 44176 0.003646
19 12114940 43563 0.003596
20 12114940 44070 0.003638
21 12114940 44884 0.003705
22 12114940 42822 0.003535
23 12114940 42116 0.003476
24 12114940 42757 0.003529
25 12114940 42274 0.003489
26 12114940 42446 0.003504
27 12114940 44109 0.003641
28 12114940 43088 0.003557
29 12114940 49910 0.004120
30 12114940 44051 0.003636
31 12114940 42676 0.003523
32 12114940 42289 0.003491
33 12114940 42753 0.003529
34 12114940 43225 0.003568
35 12114940 42164 0.003480
36 12114940 42574 0.003514
37 12114940 42055 0.003471
38 12114940 42130 0.003478
39 12114940 42764 0.003530
40 12114940 41989 0.003466
41 12114940 42078 0.003473
42 12114940 41393 0.003417
43 12114940 42003 0.003467
44 12114940 41626 0.003436
45 12114940 42038 0.003470
46 12114940 41964 0.003464
47 12114940 41618 0.003435
48 12114940 42197 0.003483
49 12114940 44192 0.003648
50 12114940 44218 0.003650
51 12114940 43747 0.003611
52 12114940 43295 0.003574
53 12114940 46670 0.003852
54 12114940 43997 0.003632
55 12114940 50764 0.004190
56 12114940 43672 0.003605
57 12114940 43766 0.003613
58 12114940 43024 0.003551
59 12114940 43400 0.003582
60 12114940 43482 0.003589
61 12114940 43047 0.003553
62 12114940 43326 0.003576
63 12114940 42661 0.003521
64 12114940 43215 0.003567
65 12114940 43308 0.003575
66 12114940 42969 0.003547
67 12114940 42440 0.003503
68 12114940 42258 0.003488
69 12114940 44492 0.003672
70 12114940 42668 0.003522
71 12114940 42556 0.003513
72 12114940 47283 0.003903
73 12114940 42585 0.003515
74 12114940 42707 0.003525
75 12114940 45527 0.003758
76 12114940 42193 0.003483
77 12114940 42523 0.003510
78 12114940 42783 0.003531
79 12114940 41457 0.003422
80 12114940 41464 0.003423
81 12114940 41704 0.003442
82 12114940 42010 0.003468
83 12114940 45509 0.003756
84 12114940 42191 0.003483
85 12114940 42324 0.003494
86 12114940 42984 0.003548
87 12114940 43235 0.003569
88 12114940 42031 0.003469
89 12114940 41680 0.003440
90 12114940 41410 0.003418
91 12114940 57895 0.004779
92 12114940 42418 0.003501
93 12114940 42755 0.003529
94 12114940 43090 0.003557
95 12114940 43462 0.003587
96 12114940 42578 0.003515
97 12114940 42254 0.003488
98 12114940 41642 0.003437
99 12114940 42448 0.003504
100 12114940 42183 0.003482
101 12057106 42234 0.003503
102 11993801 42562 0.003549
103 11926163 42148 0.003534
104 11849663 41663 0.003516
105 11759842 41639 0.003541
106 11657884 40552 0.003479
107 11550741 40513 0.003507
108 11438003 44405 0.003882
109 11302648 40478 0.003581
110 11163879 39673 0.003554
111 11025406 38224 0.003467
112 10884563 40257 0.003699
113 10724314 39245 0.003659
114 10559702 39366 0.003728
115 10386634 38514 0.003708
116 10202428 37731 0.003698
117 10013705 37225 0.003717
118 9819150 35681 0.003634
119 9625777 34416 0.003575
120 9429321 35169 0.003730
121 9228471 35500 0.003847
122 9022047 32766 0.003632
123 8817454 33329 0.003780
124 8608850 36312 0.004218
125 8398842 32522 0.003872
126 8190039 31403 0.003834
127 7988727 30214 0.003782
128 7795584 33649 0.004316
129 7609618 29993 0.003941
130 7414646 28786 0.003882
131 7222265 28074 0.003887
132 7028786 27517 0.003915
133 6827566 26251 0.003845
134 6633188 26002 0.003920
135 6446651 26836 0.004163
136 6265066 24545 0.003918
137 6092001 23384 0.003838
138 5916431 23688 0.004004
139 5746997 23343 0.004062
140 5570762 23290 0.004181
141 5391355 22503 0.004174
142 5225109 21380 0.004092
143 5064187 20380 0.004024
144 4900937 20895 0.004263
145 4747319 19995 0.004212
146 4593538 18822 0.004097
147 4426839 19849 0.004484
148 4275102 20545 0.004806
149 4120477 18162 0.004408
