# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 8759688 51329 0.005860
2 8759688 43690 0.004988
3 8759688 37415 0.004271
4 8759688 33931 0.003874
5 8759688 33391 0.003812
6 8759688 33371 0.003810
7 8759688 32851 0.003750
8 8759688 31066 0.003546
9 8759688 52948 0.006045
10 8759688 30268 0.003455
11 8759688 30422 0.003473
12 8759688 30224 0.003450
13 8759688 30402 0.003471
14 8759688 31350 0.003579
15 8759688 30411 0.003472
16 8759688 29810 0.003403
17 8759688 29037 0.003315
18 8759688 29143 0.003327
19 8759688 28727 0.003279
20 8759688 28512 0.003255
21 8759688 28369 0.003239
22 8759688 28198 0.003219
23 8759688 28044 0.003201
24 8759688 46394 0.005296
25 8759688 31017 0.003541
26 8759688 28331 0.003234
27 8759688 28098 0.003208
28 8759688 28443 0.003247
29 8759688 30493 0.003481
30 8759688 28127 0.003211
31 8759688 28098 0.003208
32 8759688 29262 0.003341
33 8759688 28016 0.003198
34 8759688 28696 0.003276
35 8759688 27519 0.003142
36 8759688 27945 0.003190
37 8759688 27558 0.003146
38 8759688 28158 0.003214
39 8759688 29069 0.003318
40 8759688 29806 0.003403
41 8759688 27538 0.003144
42 8759688 27435 0.003132
43 8759688 27713 0.003164
44 8759688 27422 0.003130
45 8759688 27674 0.003159
46 8759688 27112 0.003095
47 8759688 27370 0.003125
48 8759688 28993 0.003310
49 8759688 28656 0.003271
50 8759688 29975 0.003422
51 8759688 28531 0.003257
52 8759688 28642 0.003270
53 8759688 31428 0.003588
54 8759688 28902 0.003299
55 8759688 32374 0.003696
56 8759688 28307 0.003232
57 8759688 30417 0.003472
58 8759688 29588 0.003378
59 8759688 31170 0.003558
60 8759688 31588 0.003606
61 8759688 28115 0.003210
62 8759688 31766 0.003626
63 8759688 29722 0.003393
64 8759688 28863 0.003295
65 8759688 28818 0.003290
66 8759688 29706 0.003391
67 8759688 28774 0.003285
68 8759688 28639 0.003269
69 8759688 28280 0.003228
70 8759688 29280 0.003343
71 8759688 29155 0.003328
72 8759688 29218 0.003336
73 8759688 29783 0.003400
74 8759688 32753 0.003739
75 8759688 29257 0.003340
76 8759688 29464 0.003364
77 8759688 30331 0.003463
78 8759688 29271 0.003342
79 8759688 30577 0.003491
80 8759688 28503 0.003254
81 8759688 30311 0.003460
82 8759688 29019 0.003313
83 8759688 30141 0.003441
84 8759688 29741 0.003395
85 8759688 29731 0.003394
86 8759688 32222 0.003678
87 8759688 33576 0.003833
88 8759688 29487 0.003366
89 8759688 32491 0.003709
90 8759688 29423 0.003359
91 8759688 30410 0.003472
92 8759688 32594 0.003721
93 8759688 30002 0.003425
94 8759688 31772 0.003627
95 8759688 31458 0.003591
96 8759688 35250 0.004024
97 8759688 34122 0.003895
98 8759688 33761 0.003854
99 8759688 30303 0.003459
100 8759688 30321 0.003461
101 8758318 31433 0.003589
102 8756956 29759 0.003398
103 8755615 30856 0.003524
104 8754280 29688 0.003391
105 8752743 30537 0.003489
106 8751024 30063 0.003435
107 8749287 29485 0.003370
108 8747234 29977 0.003427
109 8744589 31084 0.003555
110 8741423 30463 0.003485
111 8737540 30712 0.003515
112 8732606 33024 0.003782
113 8725713 33998 0.003896
114 8716669 31570 0.003622
115 8704686 35989 0.004134
116 8688364 32094 0.003694
117 8667353 32711 0.003774
118 8640617 34955 0.004045
119 8608438 33510 0.003893
120 8569207 36974 0.004315
121 8520701 34066 0.003998
122 8462112 34141 0.004035
123 8394280 33618 0.004005
124 8315309 34230 0.004117
125 8223614 33674 0.004095
126 8121798 32783 0.004036
127 8012276 37844 0.004723
128 7895225 34407 0.004358
129 7772839 34821 0.004480
130 7634650 34166 0.004475
131 7486979 32139 0.004293
132 7329626 32317 0.004409
133 7158476 31579 0.004411
134 6984308 31349 0.004488
135 6811619 30511 0.004479
136 6634762 34921 0.005263
137 6461720 30080 0.004655
138 6282014 29957 0.004769
139 6105105 30021 0.004917
140 5919408 32266 0.005451
141 5732547 27768 0.004844
142 5553752 26878 0.004840
143 5380319 26666 0.004956
144 5203801 25644 0.004928
145 5036217 25401 0.005044
146 4869198 24415 0.005014
147 4688553 25451 0.005428
148 4524606 22897 0.005061
149 4354887 21856 0.005019
150 4188170 28230 0.006740
