# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 8759688 116941 0.013350
2 8759688 59955 0.006844
3 8759688 50320 0.005744
4 8759688 45143 0.005153
5 8759688 43204 0.004932
6 8759688 42974 0.004906
7 8759688 41895 0.004783
8 8759688 39095 0.004463
9 8759688 36998 0.004224
10 8759688 36211 0.004134
11 8759688 35357 0.004036
12 8759688 34099 0.003893
13 8759688 34382 0.003925
14 8759688 34920 0.003986
15 8759688 34366 0.003923
16 8759688 32572 0.003718
17 8759688 33246 0.003795
18 8759688 30897 0.003527
19 8759688 32046 0.003658
20 8759688 30629 0.003497
21 8759688 29720 0.003393
22 8759688 33032 0.003771
23 8759688 29296 0.003344
24 8759688 29994 0.003424
25 8759688 33032 0.003771
26 8759688 29527 0.003371
27 8759688 29952 0.003419
28 8759688 29699 0.003390
29 8759688 30204 0.003448
30 8759688 29275 0.003342
31 8759688 29548 0.003373
32 8759688 29723 0.003393
33 8759688 29860 0.003409
34 8759688 30299 0.003459
35 8759688 29276 0.003342
36 8759688 29133 0.003326
37 8759688 33084 0.003777
38 8759688 32189 0.003675
39 8759688 29794 0.003401
40 8759688 30595 0.003493
41 8759688 29012 0.003312
42 8759688 34214 0.003906
43 8759688 29809 0.003403
44 8759688 29264 0.003341
45 8759688 29796 0.003401
46 8759688 28990 0.003309
47 8759688 29037 0.003315
48 8759688 31241 0.003566
49 8759688 33024 0.003770
50 8759688 33427 0.003816
51 8759688 33696 0.003847
52 8759688 30345 0.003464
53 8759688 31040 0.003544
54 8759688 30441 0.003475
55 8759688 33584 0.003834
56 8759688 31333 0.003577
57 8759688 30222 0.003450
58 8759688 29316 0.003347
59 8759688 32934 0.003760
60 8759688 30849 0.003522
61 8759688 35695 0.004075
62 8759688 29233 0.003337
63 8759688 31831 0.003634
64 8759688 29676 0.003388
65 8759688 29334 0.003349
66 8759688 29383 0.003354
67 8759688 32907 0.003757
68 8759688 32779 0.003742
69 8759688 28867 0.003295
70 8759688 33611 0.003837
71 8759688 30405 0.003471
72 8759688 30295 0.003458
73 8759688 29626 0.003382
74 8759688 30924 0.003530
75 8759688 29551 0.003374
76 8759688 30065 0.003432
77 8759688 31395 0.003584
78 8759688 28987 0.003309
79 8759688 30017 0.003427
80 8759688 28278 0.003228
81 8759688 29828 0.003405
82 8759688 32056 0.003659
83 8759688 28426 0.003245
84 8759688 29288 0.003343
85 8759688 28561 0.003261
86 8759688 30318 0.003461
87 8759688 30854 0.003522
88 8759688 28933 0.003303
89 8759688 30230 0.003451
90 8759688 32907 0.003757
91 8759688 29230 0.003337
92 8759688 29122 0.003325
93 8759688 29381 0.003354
94 8759688 30491 0.003481
95 8759688 30745 0.003510
96 8759688 29483 0.003366
97 8759688 29207 0.003334
98 8759688 32792 0.003744
99 8759688 28746 0.003282
100 8759688 30113 0.003438
101 8758318 31393 0.003584
102 8756956 32003 0.003655
103 8755615 30120 0.003440
104 8754280 28380 0.003242
105 8752743 29065 0.003321
106 8751024 28320 0.003236
107 8749287 28458 0.003253
108 8747234 29344 0.003355
109 8744589 29336 0.003355
110 8741423 33458 0.003828
111 8737540 28872 0.003304
112 8732606 31691 0.003629
113 8725713 28872 0.003309
114 8716669 28817 0.003306
115 8704686 29698 0.003412
116 8688364 30837 0.003549
117 8667353 29874 0.003447
118 8640617 29876 0.003458
119 8608438 28881 0.003355
120 8569207 30150 0.003518
121 8520701 30776 0.003612
122 8462112 35167 0.004156
123 8394280 32845 0.003913
124 8315309 36682 0.004411
125 8223614 29399 0.003575
126 8121798 31962 0.003935
127 8012276 29947 0.003738
128 7895225 29451 0.003730
129 7772839 31780 0.004089
130 7634650 29150 0.003818
131 7486979 28663 0.003828
132 7329626 28693 0.003915
133 7158476 27748 0.003876
134 6984308 26944 0.003858
135 6811619 25468 0.003739
136 6634762 27750 0.004183
137 6461720 24303 0.003761
138 6282014 24808 0.003949
139 6105105 26817 0.004393
140 5919408 24773 0.004185
141 5732547 24378 0.004253
142 5553752 22278 0.004011
143 5380319 21699 0.004033
144 5203801 21541 0.004139
145 5036217 20715 0.004113
146 4869198 19696 0.004045
147 4688553 19445 0.004147
148 4524606 21063 0.004655
149 4354887 19837 0.004555
150 4188170 29189 0.006969
