# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 10562720 87063 0.008242
2 10562720 21429 0.002029
3 10562720 20428 0.001934
4 10562720 16311 0.001544
5 10562720 15565 0.001474
6 10562720 16206 0.001534
7 10562720 13128 0.001243
8 10562720 13265 0.001256
9 10562720 12592 0.001192
10 10562720 9972 0.000944
11 10562720 30779 0.002914
12 10562720 7706 0.000730
13 10562720 7127 0.000675
14 10562720 7532 0.000713
15 10562720 10540 0.000998
16 10562720 5802 0.000549
17 10562720 5762 0.000546
18 10562720 5574 0.000528
19 10562720 5491 0.000520
20 10562720 6275 0.000594
21 10562720 7460 0.000706
22 10562720 5968 0.000565
23 10562720 5541 0.000525
24 10562720 6061 0.000574
25 10562720 5503 0.000521
26 10562720 5758 0.000545
27 10562720 6150 0.000582
28 10562720 5759 0.000545
29 10562720 12097 0.001145
30 10562720 7339 0.000695
31 10562720 6207 0.000588
32 10562720 5991 0.000567
33 10562720 5986 0.000567
34 10562720 6137 0.000581
35 10562720 5489 0.000520
36 10562720 5789 0.000548
37 10562720 5578 0.000528
38 10562720 5747 0.000544
39 10562720 6016 0.000570
40 10562720 5667 0.000537
41 10562720 5703 0.000540
42 10562720 5536 0.000524
43 10562720 5670 0.000537
44 10562720 5647 0.000535
45 10562720 5675 0.000537
46 10562720 5615 0.000532
47 10562720 5447 0.000516
48 10562720 5702 0.000540
49 10562720 6178 0.000585
50 10562720 6622 0.000627
51 10562720 5661 0.000536
52 10562720 5771 0.000546
53 10562720 8635 0.000817
54 10562720 5930 0.000561
55 10562720 12402 0.001174
56 10562720 5765 0.000546
57 10562720 5631 0.000533
58 10562720 5581 0.000528
59 10562720 5911 0.000560
60 10562720 6323 0.000599
61 10562720 5805 0.000550
62 10562720 5895 0.000558
63 10562720 5868 0.000556
64 10562720 5690 0.000539
65 10562720 5912 0.000560
66 10562720 5570 0.000527
67 10562720 5794 0.000549
68 10562720 5777 0.000547
69 10562720 8027 0.000760
70 10562720 5716 0.000541
71 10562720 6015 0.000569
72 10562720 10362 0.000981
73 10562720 6299 0.000596
74 10562720 6346 0.000601
75 10562720 8822 0.000835
76 10562720 6265 0.000593
77 10562720 6129 0.000580
78 10562720 6426 0.000608
79 10562720 6069 0.000575
80 10562720 6135 0.000581
81 10562720 6212 0.000588
82 10562720 6464 0.000612
83 10562720 9664 0.000915
84 10562720 6335 0.000600
85 10562720 6602 0.000625
86 10562720 6597 0.000625
87 10562720 7113 0.000673
88 10562720 5778 0.000547
89 10562720 5791 0.000548
90 10562720 5708 0.000540
91 10562720 19321 0.001829
92 10562720 5982 0.000566
93 10562720 6194 0.000586
94 10562720 6195 0.000586
95 10562720 6361 0.000602
96 10562720 6014 0.000569
97 10562720 6233 0.000590
98 10562720 5969 0.000565
99 10562720 6527 0.000618
100 10562720 7000 0.000663
101 10513176 7336 0.000698
102 10459227 7268 0.000695
103 10401349 7038 0.000677
104 10336534 6499 0.000629
105 10260508 6970 0.000679
106 10173888 6603 0.000649
107 10083442 6493 0.000644
108 9988089 10196 0.001021
109 9873338 7189 0.000728
110 9756569 6939 0.000711
111 9639316 6466 0.000671
112 9520535 7635 0.000802
113 9385194 7187 0.000766
114 9246596 7198 0.000778
115 9100666 6800 0.000747
116 8946056 6696 0.000748
117 8787620 6570 0.000748
118 8623384 6450 0.000748
119 8460030 6143 0.000726
120 8293683 6829 0.000823
121 8123608 7432 0.000915
122 7948582 6302 0.000793
123 7774764 6307 0.000811
124 7598263 9304 0.001224
125 7420909 6821 0.000919
126 7243389 6151 0.000849
127 7071315 5767 0.000816
128 6905341 9474 0.001372
129 6745722 6560 0.000972
130 6578344 5715 0.000869
131 6412262 5582 0.000871
132 6246762 5890 0.000943
133 6073707 5558 0.000915
134 5907859 5834 0.000987
135 5748197 6550 0.001139
136 5590176 5333 0.000954
137 5439253 4846 0.000891
138 5286117 5352 0.001012
139 5137921 5223 0.001017
140 4983248 5689 0.001142
141 4827959 5418 0.001122
142 4682889 4955 0.001058
143 4541400 4853 0.001069
144 4398468 5578 0.001268
145 4262626 4963 0.001164
146 4127016 4460 0.001081
147 3980698 5499 0.001381
148 3846851 6833 0.001776
149 3711720 5188 0.001398
