# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 7884017 23897 0.003031
2 7884017 18697 0.002372
3 7884017 15391 0.001952
4 7884017 12811 0.001625
5 7884017 12486 0.001584
6 7884017 12915 0.001638
7 7884017 12376 0.001570
8 7884017 11262 0.001428
9 7884017 32091 0.004070
10 7884017 9970 0.001265
11 7884017 9896 0.001255
12 7884017 9586 0.001216
13 7884017 9584 0.001216
14 7884017 10342 0.001312
15 7884017 9188 0.001165
16 7884017 8844 0.001122
17 7884017 8515 0.001080
18 7884017 8648 0.001097
19 7884017 8295 0.001052
20 7884017 8128 0.001031
21 7884017 7489 0.000950
22 7884017 7242 0.000919
23 7884017 7221 0.000916
24 7884017 23961 0.003039
25 7884017 9741 0.001236
26 7884017 7071 0.000897
27 7884017 8811 0.001118
28 7884017 8933 0.001133
29 7884017 9152 0.001161
30 7884017 7120 0.000903
31 7884017 7194 0.000912
32 7884017 8366 0.001061
33 7884017 7228 0.000917
34 7884017 7594 0.000963
35 7884017 7024 0.000891
36 7884017 7095 0.000900
37 7884017 7145 0.000906
38 7884017 7229 0.000917
39 7884017 7620 0.000967
40 7884017 8716 0.001106
41 7884017 6645 0.000843
42 7884017 6504 0.000825
43 7884017 6613 0.000839
44 7884017 6685 0.000848
45 7884017 6402 0.000812
46 7884017 6535 0.000829
47 7884017 6442 0.000817
48 7884017 7738 0.000981
49 7884017 6559 0.000832
50 7884017 6843 0.000868
51 7884017 6369 0.000808
52 7884017 6946 0.000881
53 7884017 8694 0.001103
54 7884017 6851 0.000869
55 7884017 9495 0.001204
56 7884017 6531 0.000828
57 7884017 8533 0.001082
58 7884017 7220 0.000916
59 7884017 8452 0.001072
60 7884017 9169 0.001163
61 7884017 6434 0.000816
62 7884017 9491 0.001204
63 7884017 7319 0.000928
64 7884017 6215 0.000788
65 7884017 6348 0.000805
66 7884017 7393 0.000938
67 7884017 6728 0.000853
68 7884017 6466 0.000820
69 7884017 6224 0.000789
70 7884017 7294 0.000925
71 7884017 6425 0.000815
72 7884017 7263 0.000921
73 7884017 7124 0.000904
74 7884017 9999 0.001268
75 7884017 6864 0.000871
76 7884017 6991 0.000887
77 7884017 8040 0.001020
78 7884017 6755 0.000857
79 7884017 8838 0.001121
80 7884017 7071 0.000897
81 7884017 8935 0.001133
82 7884017 6858 0.000870
83 7884017 8262 0.001048
84 7884017 7227 0.000917
85 7884017 7297 0.000926
86 7884017 9663 0.001226
87 7884017 10623 0.001347
88 7884017 7688 0.000975
89 7884017 10516 0.001334
90 7884017 7221 0.000916
91 7884017 7322 0.000929
92 7884017 9936 0.001260
93 7884017 7458 0.000946
94 7884017 7974 0.001011
95 7884017 7803 0.000990
96 7884017 12043 0.001528
97 7884017 10964 0.001391
98 7884017 11376 0.001443
99 7884017 7666 0.000972
100 7884017 8044 0.001020
101 7882817 8543 0.001084
102 7881682 8110 0.001029
103 7880529 9023 0.001145
104 7879347 9362 0.001188
105 7878035 8083 0.001026
106 7876517 8363 0.001062
107 7874952 8289 0.001053
108 7873178 8320 0.001057
109 7870726 8512 0.001081
110 7867828 9251 0.001176
111 7864262 9654 0.001228
112 7859693 11648 0.001482
113 7853247 12324 0.001569
114 7844681 10061 0.001283
115 7833219 13163 0.001680
116 7817908 10225 0.001308
117 7798485 10619 0.001362
118 7773313 12897 0.001659
119 7742965 11914 0.001539
120 7706062 15200 0.001972
121 7660923 11925 0.001557
122 7606344 12535 0.001648
123 7543357 11462 0.001519
124 7469897 12578 0.001684
125 7385739 12054 0.001632
126 7291226 13612 0.001867
127 7189878 17713 0.002464
128 7082373 14099 0.001991
129 6971266 13596 0.001950
130 6845261 14170 0.002070
131 6710632 12512 0.001865
132 6567435 12936 0.001970
133 6409401 12554 0.001959
134 6251296 12631 0.002021
135 6094930 12008 0.001970
136 5935609 16326 0.002751
137 5779142 11801 0.002042
138 5616438 12104 0.002155
139 5456652 12237 0.002243
140 5288293 15407 0.002913
141 5120223 12053 0.002354
142 4959724 11383 0.002295
143 4803496 12101 0.002519
144 4646089 10814 0.002328
145 4497214 11647 0.002590
146 4347579 11169 0.002569
147 4186382 12405 0.002963
148 4040318 10570 0.002616
149 3888441 10182 0.002619
150 3738787 16916 0.004524
