# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 8129625 13739 0.001690
2 8129625 10344 0.001272
3 8129625 8066 0.000992
4 8129625 5876 0.000723
5 8129625 5820 0.000716
6 8129625 6278 0.000772
7 8129625 5767 0.000709
8 8129625 4930 0.000606
9 8129625 26010 0.003199
10 8129625 4254 0.000523
11 8129625 4233 0.000521
12 8129625 3975 0.000489
13 8129625 3774 0.000464
14 8129625 4877 0.000600
15 8129625 4038 0.000497
16 8129625 3242 0.000399
17 8129625 3145 0.000387
18 8129625 3040 0.000374
19 8129625 3035 0.000373
20 8129625 3127 0.000385
21 8129625 3116 0.000383
22 8129625 3253 0.000400
23 8129625 3046 0.000375
24 8129625 19952 0.002454
25 8129625 5646 0.000694
26 8129625 3016 0.000371
27 8129625 3089 0.000380
28 8129625 3140 0.000386
29 8129625 5349 0.000658
30 8129625 3551 0.000437
31 8129625 3222 0.000396
32 8129625 4310 0.000530
33 8129625 3343 0.000411
34 8129625 3787 0.000466
35 8129625 3058 0.000376
36 8129625 3111 0.000383
37 8129625 3153 0.000388
38 8129625 3349 0.000412
39 8129625 3855 0.000474
40 8129625 5119 0.000630
41 8129625 3264 0.000401
42 8129625 3119 0.000384
43 8129625 3081 0.000379
44 8129625 3026 0.000372
45 8129625 3149 0.000387
46 8129625 3161 0.000389
47 8129625 3113 0.000383
48 8129625 4497 0.000553
49 8129625 3575 0.000440
50 8129625 3462 0.000426
51 8129625 3117 0.000383
52 8129625 3284 0.000404
53 8129625 5183 0.000638
54 8129625 3364 0.000414
55 8129625 6213 0.000764
56 8129625 3197 0.000393
57 8129625 5152 0.000634
58 8129625 3960 0.000487
59 8129625 5475 0.000673
60 8129625 5972 0.000735
61 8129625 3172 0.000390
62 8129625 6118 0.000753
63 8129625 4046 0.000498
64 8129625 3081 0.000379
65 8129625 3199 0.000393
66 8129625 4056 0.000499
67 8129625 3498 0.000430
68 8129625 3367 0.000414
69 8129625 3152 0.000388
70 8129625 3521 0.000433
71 8129625 3211 0.000395
72 8129625 3680 0.000453
73 8129625 4090 0.000503
74 8129625 6616 0.000814
75 8129625 3472 0.000427
76 8129625 3657 0.000450
77 8129625 4705 0.000579
78 8129625 3571 0.000439
79 8129625 5402 0.000664
80 8129625 3362 0.000414
81 8129625 4749 0.000584
82 8129625 3516 0.000432
83 8129625 4661 0.000573
84 8129625 3584 0.000441
85 8129625 3655 0.000450
86 8129625 6201 0.000763
87 8129625 6524 0.000802
88 8129625 3692 0.000454
89 8129625 6570 0.000808
90 8129625 3728 0.000459
91 8129625 3847 0.000473
92 8129625 6305 0.000776
93 8129625 3809 0.000469
94 8129625 3962 0.000487
95 8129625 4170 0.000513
96 8129625 7969 0.000980
97 8129625 7386 0.000909
98 8129625 7499 0.000922
99 8129625 3839 0.000472
100 8129625 4247 0.000522
101 8128081 4810 0.000592
102 8126562 4345 0.000535
103 8125064 4017 0.000494
104 8123615 3912 0.000482
105 8121961 4268 0.000525
106 8120106 4171 0.000514
107 8118141 3949 0.000486
108 8116017 4185 0.000516
109 8113140 4554 0.000561
110 8109899 4473 0.000552
111 8105960 4588 0.000566
112 8101342 6427 0.000793
113 8094500 7537 0.000931
114 8085731 5391 0.000667
115 8074125 8580 0.001063
116 8058429 5442 0.000675
117 8038563 5879 0.000731
118 8013135 8466 0.001057
119 7982858 7366 0.000923
120 7945659 10148 0.001277
121 7900027 7297 0.000924
122 7844633 7991 0.001019
123 7780751 6809 0.000875
124 7706740 7793 0.001011
125 7621323 7394 0.000970
126 7525795 7234 0.000961
127 7423381 12494 0.001683
128 7313353 8755 0.001197
129 7199926 8358 0.001161
130 7069583 9030 0.001277
131 6931327 7653 0.001104
132 6783819 8045 0.001186
133 6621376 7901 0.001193
134 6459568 8514 0.001318
135 6298802 7968 0.001265
136 6134778 12305 0.002006
137 5974343 7794 0.001305
138 5808908 7813 0.001345
139 5645883 7902 0.001400
140 5469931 11043 0.002019
141 5294861 8002 0.001511
142 5130511 7633 0.001488
143 4970806 8545 0.001719
144 4808015 7414 0.001542
145 4654309 7920 0.001702
146 4501241 7751 0.001722
147 4332947 9114 0.002103
148 4180869 6849 0.001638
149 4024086 6659 0.001655
150 3870051 13895 0.003590
