# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 12993676 111942 0.008615
2 12993676 45444 0.003497
3 12993676 42141 0.003243
4 12993676 35941 0.002766
5 12993676 33551 0.002582
6 12993676 33642 0.002589
7 12993676 29018 0.002233
8 12993676 28544 0.002197
9 12993676 27105 0.002086
10 12993676 23113 0.001779
11 12993676 48097 0.003702
12 12993676 19796 0.001524
13 12993676 19367 0.001490
14 12993676 19223 0.001479
15 12993676 24132 0.001857
16 12993676 16736 0.001288
17 12993676 16775 0.001291
18 12993676 15982 0.001230
19 12993676 15602 0.001201
20 12993676 16877 0.001299
21 12993676 18513 0.001425
22 12993676 16109 0.001240
23 12993676 15238 0.001173
24 12993676 15902 0.001224
25 12993676 15777 0.001214
26 12993676 16004 0.001232
27 12993676 17252 0.001328
28 12993676 16228 0.001249
29 12993676 23737 0.001827
30 12993676 18377 0.001414
31 12993676 16499 0.001270
32 12993676 16842 0.001296
33 12993676 16151 0.001243
34 12993676 16202 0.001247
35 12993676 15694 0.001208
36 12993676 16093 0.001239
37 12993676 15999 0.001231
38 12993676 16093 0.001239
39 12993676 16145 0.001243
40 12993676 15845 0.001219
41 12993676 15460 0.001190
42 12993676 15236 0.001173
43 12993676 15267 0.001175
44 12993676 15297 0.001177
45 12993676 15385 0.001184
46 12993676 15424 0.001187
47 12993676 15083 0.001161
48 12993676 15262 0.001175
49 12993676 15192 0.001169
50 12993676 15620 0.001202
51 12993676 15558 0.001197
52 12993676 15910 0.001224
53 12993676 19309 0.001486
54 12993676 15756 0.001213
55 12993676 23619 0.001818
56 12993676 17983 0.001384
57 12993676 17821 0.001372
58 12993676 15446 0.001189
59 12993676 15648 0.001204
60 12993676 15721 0.001210
61 12993676 15510 0.001194
62 12993676 15509 0.001194
63 12993676 15684 0.001207
64 12993676 15324 0.001179
65 12993676 15380 0.001184
66 12993676 15470 0.001191
67 12993676 15342 0.001181
68 12993676 15589 0.001200
69 12993676 18241 0.001404
70 12993676 16396 0.001262
71 12993676 16154 0.001243
72 12993676 23327 0.001795
73 12993676 17339 0.001334
74 12993676 16224 0.001249
75 12993676 19029 0.001464
76 12993676 15957 0.001228
77 12993676 15939 0.001227
78 12993676 16191 0.001246
79 12993676 16395 0.001262
80 12993676 16046 0.001235
81 12993676 16555 0.001274
82 12993676 15709 0.001209
83 12993676 19693 0.001516
84 12993676 15692 0.001208
85 12993676 16138 0.001242
86 12993676 16623 0.001279
87 12993676 16838 0.001296
88 12993676 15902 0.001224
89 12993676 15749 0.001212
90 12993676 15726 0.001210
91 12993676 32193 0.002478
92 12993676 16046 0.001235
93 12993676 15984 0.001230
94 12993676 20349 0.001566
95 12993676 16012 0.001232
96 12993676 20479 0.001576
97 12993676 17682 0.001361
98 12993676 17560 0.001351
99 12993676 18389 0.001415
100 12993676 16754 0.001289
101 12924841 16599 0.001284
102 12849932 16439 0.001279
103 12769250 16819 0.001317
104 12678904 16735 0.001320
105 12573016 16363 0.001301
106 12453979 17099 0.001373
107 12328151 17444 0.001415
108 12196252 21790 0.001787
109 12039329 16842 0.001399
110 11878657 17049 0.001435
111 11717108 16988 0.001450
112 11553766 18618 0.001611
113 11368588 17866 0.001572
114 11179942 17521 0.001567
115 10981399 16818 0.001531
116 10771832 16102 0.001495
117 10559283 16218 0.001536
118 10339260 15025 0.001453
119 10120864 14274 0.001410
120 9899439 15206 0.001536
121 9673152 15739 0.001627
122 9442510 14045 0.001487
123 9216790 14348 0.001557
124 8985957 18201 0.002025
125 8754876 14249 0.001628
126 8524791 13515 0.001585
127 8302947 13072 0.001574
128 8088792 16781 0.002075
129 7886159 13405 0.001700
130 7674104 12523 0.001632
131 7464407 12078 0.001618
132 7255758 12341 0.001701
133 7036824 11793 0.001676
134 6827110 11746 0.001720
135 6626402 12822 0.001935
136 6431343 11169 0.001737
137 6244930 10545 0.001689
138 6055869 10807 0.001785
139 5873269 10315 0.001756
140 5685513 10490 0.001845
141 5497697 10033 0.001825
142 5320967 9653 0.001814
143 5150302 9510 0.001846
144 4979001 10303 0.002069
145 4817257 9514 0.001975
146 4655575 8809 0.001892
147 4482106 9941 0.002218
148 4323705 11200 0.002590
149 4163896 9044 0.002172
