# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 12993676 33306 0.002563
2 12993676 38760 0.002983
3 12993676 26445 0.002035
4 12993676 25023 0.001926
5 12993676 21402 0.001647
6 12993676 21976 0.001691
7 12993676 19533 0.001503
8 12993676 19420 0.001495
9 12993676 21229 0.001634
10 12993676 22129 0.001703
11 12993676 17918 0.001379
12 12993676 35672 0.002745
13 12993676 17863 0.001375
14 12993676 18255 0.001405
15 12993676 37510 0.002887
16 12993676 17741 0.001365
17 12993676 16493 0.001269
18 12993676 15430 0.001188
19 12993676 15169 0.001167
20 12993676 16001 0.001231
21 12993676 15783 0.001215
22 12993676 20052 0.001543
23 12993676 15204 0.001170
24 12993676 15674 0.001206
25 12993676 15652 0.001205
26 12993676 15495 0.001193
27 12993676 20465 0.001575
28 12993676 15717 0.001210
29 12993676 16493 0.001269
30 12993676 16031 0.001234
31 12993676 15640 0.001204
32 12993676 16598 0.001277
33 12993676 15726 0.001210
34 12993676 16069 0.001237
35 12993676 20750 0.001597
36 12993676 15296 0.001177
37 12993676 15404 0.001185
38 12993676 15633 0.001203
39 12993676 16090 0.001238
40 12993676 15531 0.001195
41 12993676 14708 0.001132
42 12993676 24886 0.001915
43 12993676 14765 0.001136
44 12993676 14677 0.001130
45 12993676 14554 0.001120
46 12993676 14737 0.001134
47 12993676 14584 0.001122
48 12993676 15143 0.001165
49 12993676 15174 0.001168
50 12993676 15125 0.001164
51 12993676 15081 0.001161
52 12993676 15380 0.001184
53 12993676 15535 0.001196
54 12993676 15172 0.001168
55 12993676 15742 0.001212
56 12993676 25399 0.001955
57 12993676 17455 0.001343
58 12993676 15394 0.001185
59 12993676 14927 0.001149
60 12993676 15063 0.001159
61 12993676 15145 0.001166
62 12993676 15357 0.001182
63 12993676 15362 0.001182
64 12993676 15371 0.001183
65 12993676 15248 0.001173
66 12993676 25021 0.001926
67 12993676 15472 0.001191
68 12993676 15791 0.001215
69 12993676 16504 0.001270
70 12993676 16029 0.001234
71 12993676 15962 0.001228
72 12993676 18238 0.001404
73 12993676 18170 0.001398
74 12993676 16350 0.001258
75 12993676 17054 0.001312
76 12993676 16217 0.001248
77 12993676 16219 0.001248
78 12993676 16181 0.001245
79 12993676 24748 0.001905
80 12993676 16709 0.001286
81 12993676 23095 0.001777
82 12993676 16393 0.001262
83 12993676 16820 0.001294
84 12993676 20383 0.001569
85 12993676 17027 0.001310
86 12993676 17332 0.001334
87 12993676 24765 0.001906
88 12993676 17808 0.001371
89 12993676 19304 0.001486
90 12993676 20269 0.001560
91 12993676 18821 0.001448
92 12993676 18399 0.001416
93 12993676 18882 0.001453
94 12993676 21219 0.001633
95 12993676 17076 0.001314
96 12993676 21740 0.001673
97 12993676 24782 0.001907
98 12993676 18564 0.001429
99 12993676 19294 0.001485
100 12993676 18649 0.001435
101 12924841 19171 0.001483
102 12849932 18482 0.001438
103 12769250 18601 0.001457
104 12678904 19654 0.001550
105 12573016 18238 0.001451
106 12453979 19429 0.001560
107 12328151 19911 0.001615
108 12196252 19557 0.001604
109 12039329 19705 0.001637
110 11878657 19317 0.001626
111 11717108 19509 0.001665
112 11553766 23355 0.002021
113 11368588 19671 0.001730
114 11179942 19583 0.001752
115 10981399 19356 0.001763
116 10771832 18916 0.001756
117 10559283 18977 0.001797
118 10339260 17798 0.001721
119 10120864 17057 0.001685
120 9899439 17655 0.001783
121 9673152 17479 0.001807
122 9442510 18158 0.001923
123 9216790 16563 0.001797
124 8985957 16247 0.001808
125 8754876 16107 0.001840
126 8524791 15994 0.001876
127 8302947 15339 0.001847
128 8088792 15633 0.001933
129 7886159 16034 0.002033
130 7674104 14913 0.001943
131 7464407 13863 0.001857
132 7255758 14122 0.001946
133 7036824 13731 0.001951
134 6827110 13376 0.001959
135 6626402 13090 0.001975
136 6431343 15148 0.002355
137 6244930 13022 0.002085
138 6055869 12755 0.002106
139 5873269 12360 0.002104
140 5685513 12718 0.002237
141 5497697 11443 0.002081
142 5320967 14198 0.002668
143 5150302 10569 0.002052
144 4979001 11041 0.002218
145 4817257 11108 0.002306
146 4655575 10131 0.002176
147 4482106 10067 0.002246
148 4323705 9902 0.002290
149 4163896 9248 0.002221
