# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 12500084 87727 0.007018
2 12500084 24009 0.001921
3 12500084 23109 0.001849
4 12500084 18176 0.001454
5 12500084 16882 0.001351
6 12500084 17456 0.001396
7 12500084 13756 0.001100
8 12500084 13892 0.001111
9 12500084 13399 0.001072
10 12500084 10288 0.000823
11 12500084 34608 0.002769
12 12500084 7665 0.000613
13 12500084 6987 0.000559
14 12500084 7094 0.000568
15 12500084 11149 0.000892
16 12500084 5165 0.000413
17 12500084 5269 0.000422
18 12500084 5093 0.000407
19 12500084 5050 0.000404
20 12500084 5994 0.000480
21 12500084 7234 0.000579
22 12500084 5476 0.000438
23 12500084 4907 0.000393
24 12500084 5406 0.000432
25 12500084 5117 0.000409
26 12500084 5137 0.000411
27 12500084 5849 0.000468
28 12500084 5104 0.000408
29 12500084 12643 0.001011
30 12500084 7338 0.000587
31 12500084 5632 0.000451
32 12500084 5370 0.000430
33 12500084 5517 0.000441
34 12500084 5649 0.000452
35 12500084 4785 0.000383
36 12500084 5210 0.000417
37 12500084 4983 0.000399
38 12500084 5061 0.000405
39 12500084 5342 0.000427
40 12500084 5159 0.000413
41 12500084 5120 0.000410
42 12500084 4962 0.000397
43 12500084 5187 0.000415
44 12500084 5100 0.000408
45 12500084 5183 0.000415
46 12500084 5110 0.000409
47 12500084 5008 0.000401
48 12500084 5170 0.000414
49 12500084 5345 0.000428
50 12500084 5642 0.000451
51 12500084 5048 0.000404
52 12500084 5300 0.000424
53 12500084 8712 0.000697
54 12500084 5562 0.000445
55 12500084 12628 0.001010
56 12500084 5382 0.000431
57 12500084 5308 0.000425
58 12500084 5252 0.000420
59 12500084 5421 0.000434
60 12500084 5482 0.000439
61 12500084 5544 0.000444
62 12500084 5497 0.000440
63 12500084 5448 0.000436
64 12500084 5237 0.000419
65 12500084 5445 0.000436
66 12500084 5331 0.000426
67 12500084 5320 0.000426
68 12500084 5360 0.000429
69 12500084 7860 0.000629
70 12500084 5405 0.000432
71 12500084 5424 0.000434
72 12500084 10919 0.000874
73 12500084 5997 0.000480
74 12500084 6130 0.000490
75 12500084 8746 0.000700
76 12500084 5764 0.000461
77 12500084 5829 0.000466
78 12500084 5862 0.000469
79 12500084 5764 0.000461
80 12500084 5831 0.000466
81 12500084 6018 0.000481
82 12500084 5724 0.000458
83 12500084 9782 0.000783
84 12500084 6004 0.000480
85 12500084 6170 0.000494
86 12500084 6544 0.000524
87 12500084 6823 0.000546
88 12500084 5245 0.000420
89 12500084 5429 0.000434
90 12500084 5501 0.000440
91 12500084 21716 0.001737
92 12500084 5728 0.000458
93 12500084 5610 0.000449
94 12500084 5728 0.000458
95 12500084 5784 0.000463
96 12500084 5819 0.000466
97 12500084 5924 0.000474
98 12500084 5532 0.000443
99 12500084 6348 0.000508
100 12500084 6764 0.000541
101 12433693 6333 0.000509
102 12361997 6235 0.000504
103 12285606 6563 0.000534
104 12200505 6367 0.000522
105 12099407 6576 0.000543
106 11985114 6308 0.000526
107 11866293 6042 0.000509
108 11741690 10787 0.000919
109 11592167 6663 0.000575
110 11441109 6628 0.000579
111 11290643 6278 0.000556
112 11138272 7633 0.000685
113 10964794 7303 0.000666
114 10788341 7470 0.000692
115 10601421 6796 0.000641
116 10405598 6782 0.000652
117 10205994 6539 0.000641
118 9999057 6562 0.000656
119 9795870 5956 0.000608
120 9588646 6740 0.000703
121 9378549 7607 0.000811
122 9162234 6113 0.000667
123 8949841 6285 0.000702
124 8732512 9912 0.001135
125 8514997 6608 0.000776
126 8297199 6169 0.000744
127 8088139 5763 0.000713
128 7887653 9784 0.001240
129 7694947 6746 0.000877
130 7493993 5928 0.000791
131 7296003 5861 0.000803
132 7097733 5904 0.000832
133 6890329 5840 0.000848
134 6691148 6040 0.000903
135 6500582 6985 0.001075
136 6314828 5323 0.000843
137 6138706 5146 0.000838
138 5958373 5673 0.000952
139 5784158 5255 0.000909
140 5603860 5740 0.001024
141 5420798 5343 0.000986
142 5251376 5008 0.000954
143 5087614 4947 0.000972
144 4921408 5627 0.001143
145 4765214 5062 0.001062
146 4609072 4561 0.000990
147 4439561 5856 0.001319
148 4285843 7173 0.001674
149 4129548 5231 0.001267
