# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 13065430 98267 0.007521
2 13065430 28278 0.002164
3 13065430 26990 0.002066
4 13065430 21153 0.001619
5 13065430 19642 0.001503
6 13065430 19961 0.001528
7 13065430 15743 0.001205
8 13065430 15563 0.001191
9 13065430 14551 0.001114
10 13065430 11181 0.000856
11 13065430 36390 0.002785
12 13065430 8219 0.000629
13 13065430 7384 0.000565
14 13065430 7349 0.000562
15 13065430 13553 0.001037
16 13065430 5387 0.000412
17 13065430 5282 0.000404
18 13065430 5186 0.000397
19 13065430 5220 0.000400
20 13065430 6137 0.000470
21 13065430 7398 0.000566
22 13065430 5725 0.000438
23 13065430 5101 0.000390
24 13065430 5545 0.000424
25 13065430 5210 0.000399
26 13065430 5384 0.000412
27 13065430 6025 0.000461
28 13065430 5210 0.000399
29 13065430 12673 0.000970
30 13065430 7545 0.000577
31 13065430 5793 0.000443
32 13065430 5390 0.000413
33 13065430 5724 0.000438
34 13065430 5665 0.000434
35 13065430 5143 0.000394
36 13065430 5373 0.000411
37 13065430 5362 0.000410
38 13065430 5308 0.000406
39 13065430 5326 0.000408
40 13065430 5283 0.000404
41 13065430 5253 0.000402
42 13065430 5304 0.000406
43 13065430 5314 0.000407
44 13065430 5431 0.000416
45 13065430 5200 0.000398
46 13065430 5441 0.000416
47 13065430 5255 0.000402
48 13065430 5402 0.000413
49 13065430 5564 0.000426
50 13065430 5699 0.000436
51 13065430 5271 0.000403
52 13065430 5298 0.000405
53 13065430 8949 0.000685
54 13065430 5647 0.000432
55 13065430 12826 0.000982
56 13065430 5516 0.000422
57 13065430 5443 0.000417
58 13065430 5462 0.000418
59 13065430 5527 0.000423
60 13065430 5562 0.000426
61 13065430 5607 0.000429
62 13065430 5704 0.000437
63 13065430 5527 0.000423
64 13065430 5427 0.000415
65 13065430 5713 0.000437
66 13065430 5541 0.000424
67 13065430 5481 0.000420
68 13065430 5553 0.000425
69 13065430 8303 0.000635
70 13065430 5719 0.000438
71 13065430 5742 0.000439
72 13065430 11712 0.000896
73 13065430 6326 0.000484
74 13065430 6340 0.000485
75 13065430 9206 0.000705
76 13065430 5982 0.000458
77 13065430 5886 0.000451
78 13065430 6317 0.000483
79 13065430 6009 0.000460
80 13065430 5945 0.000455
81 13065430 6092 0.000466
82 13065430 6020 0.000461
83 13065430 10166 0.000778
84 13065430 6327 0.000484
85 13065430 6298 0.000482
86 13065430 6632 0.000508
87 13065430 6910 0.000529
88 13065430 5454 0.000417
89 13065430 5478 0.000419
90 13065430 5592 0.000428
91 13065430 21921 0.001678
92 13065430 5758 0.000441
93 13065430 5995 0.000459
94 13065430 5877 0.000450
95 13065430 6030 0.000462
96 13065430 5941 0.000455
97 13065430 6061 0.000464
98 13065430 6005 0.000460
99 13065430 6653 0.000509
100 13065430 7047 0.000539
101 13004555 6470 0.000498
102 12938362 6386 0.000494
103 12866876 6916 0.000538
104 12787442 7143 0.000559
105 12693670 6813 0.000537
106 12586175 6688 0.000531
107 12473484 6648 0.000533
108 12355969 11431 0.000925
109 12215487 6816 0.000558
110 12071758 7095 0.000588
111 11927878 7047 0.000591
112 11782411 8627 0.000732
113 11616770 8170 0.000703
114 11446644 8223 0.000718
115 11267376 7458 0.000662
116 11076936 7410 0.000669
117 10882770 7353 0.000676
118 10680970 7278 0.000681
119 10480955 6608 0.000630
120 10277679 7523 0.000732
121 10070565 8298 0.000824
122 9856942 6838 0.000694
123 9645764 7020 0.000728
124 9428994 11159 0.001183
125 9211346 7329 0.000796
126 8994152 7238 0.000805
127 8784496 6628 0.000755
128 8582989 10939 0.001274
129 8388968 7851 0.000936
130 8184297 6982 0.000853
131 7982434 6839 0.000857
132 7778321 6887 0.000885
133 7565382 6631 0.000876
134 7360462 7039 0.000956
135 7164379 7965 0.001112
136 6971029 6291 0.000902
137 6787505 5883 0.000867
138 6599611 6288 0.000953
139 6417889 6093 0.000949
140 6227541 6680 0.001073
141 6034848 6146 0.001018
142 5855569 5890 0.001006
143 5681668 5925 0.001043
144 5504543 6469 0.001175
145 5338235 6075 0.001138
146 5172119 5353 0.001035
147 4990186 6703 0.001343
148 4824748 8374 0.001736
149 4656006 6252 0.001343
