# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 13065430 20922 0.001601
2 13065430 28105 0.002151
3 13065430 17176 0.001315
4 13065430 15912 0.001218
5 13065430 12489 0.000956
6 13065430 13341 0.001021
7 13065430 9674 0.000740
8 13065430 10029 0.000768
9 13065430 11303 0.000865
10 13065430 11838 0.000906
11 13065430 7793 0.000596
12 13065430 24499 0.001875
13 13065430 6636 0.000508
14 13065430 7250 0.000555
15 13065430 18125 0.001387
16 13065430 6696 0.000512
17 13065430 5164 0.000395
18 13065430 4888 0.000374
19 13065430 4925 0.000377
20 13065430 5536 0.000424
21 13065430 4928 0.000377
22 13065430 9802 0.000750
23 13065430 4895 0.000375
24 13065430 5278 0.000404
25 13065430 4975 0.000381
26 13065430 4917 0.000376
27 13065430 9654 0.000739
28 13065430 4844 0.000371
29 13065430 5589 0.000428
30 13065430 5435 0.000416
31 13065430 4967 0.000380
32 13065430 5288 0.000405
33 13065430 5485 0.000420
34 13065430 5763 0.000441
35 13065430 10316 0.000790
36 13065430 4883 0.000374
37 13065430 5128 0.000392
38 13065430 5026 0.000385
39 13065430 5532 0.000423
40 13065430 5115 0.000391
41 13065430 4872 0.000373
42 13065430 14500 0.001110
43 13065430 4956 0.000379
44 13065430 5172 0.000396
45 13065430 4887 0.000374
46 13065430 4925 0.000377
47 13065430 5083 0.000389
48 13065430 5400 0.000413
49 13065430 5201 0.000398
50 13065430 4987 0.000382
51 13065430 5020 0.000384
52 13065430 4944 0.000378
53 13065430 5142 0.000394
54 13065430 5253 0.000402
55 13065430 5162 0.000395
56 13065430 12884 0.000986
57 13065430 5173 0.000396
58 13065430 5466 0.000418
59 13065430 5387 0.000412
60 13065430 5210 0.000399
61 13065430 5182 0.000397
62 13065430 5054 0.000387
63 13065430 5151 0.000394
64 13065430 5387 0.000412
65 13065430 5212 0.000399
66 13065430 14953 0.001144
67 13065430 5454 0.000417
68 13065430 5597 0.000428
69 13065430 6628 0.000507
70 13065430 5528 0.000423
71 13065430 5479 0.000419
72 13065430 6629 0.000507
73 13065430 6931 0.000530
74 13065430 5975 0.000457
75 13065430 6742 0.000516
76 13065430 6544 0.000501
77 13065430 6028 0.000461
78 13065430 6098 0.000467
79 13065430 14499 0.001110
80 13065430 6346 0.000486
81 13065430 12655 0.000969
82 13065430 6375 0.000488
83 13065430 6380 0.000488
84 13065430 10283 0.000787
85 13065430 7167 0.000549
86 13065430 7000 0.000536
87 13065430 14720 0.001127
88 13065430 7287 0.000558
89 13065430 8555 0.000655
90 13065430 9797 0.000750
91 13065430 8431 0.000645
92 13065430 7946 0.000608
93 13065430 8419 0.000644
94 13065430 6155 0.000471
95 13065430 6587 0.000504
96 13065430 6638 0.000508
97 13065430 13306 0.001018
98 13065430 6421 0.000491
99 13065430 7018 0.000537
100 13065430 8017 0.000614
101 13004555 8396 0.000646
102 12938362 7305 0.000565
103 12866876 7749 0.000602
104 12787442 9117 0.000713
105 12693670 7962 0.000627
106 12586175 8096 0.000643
107 12473484 7932 0.000636
108 12355969 8089 0.000655
109 12215487 8797 0.000720
110 12071758 8290 0.000687
111 11927878 8389 0.000703
112 11782411 12508 0.001062
113 11616770 8638 0.000744
114 11446644 9152 0.000800
115 11267376 9211 0.000817
116 11076936 8976 0.000810
117 10882770 9399 0.000864
118 10680970 8816 0.000825
119 10480955 8496 0.000811
120 10277679 9106 0.000886
121 10070565 9552 0.000949
122 9856942 10424 0.001058
123 9645764 8388 0.000870
124 9428994 8282 0.000878
125 9211346 8767 0.000952
126 8994152 8206 0.000912
127 8784496 7928 0.000902
128 8582989 8280 0.000965
129 8388968 9376 0.001118
130 8184297 8459 0.001034
131 7982434 7518 0.000942
132 7778321 7754 0.000997
133 7565382 7894 0.001043
134 7360462 7755 0.001054
135 7164379 7472 0.001043
136 6971029 9686 0.001389
137 6787505 7453 0.001098
138 6599611 7259 0.001100
139 6417889 7507 0.001170
140 6227541 8180 0.001314
141 6034848 7144 0.001184
142 5855569 10223 0.001746
143 5681668 6376 0.001122
144 5504543 6778 0.001231
145 5338235 7342 0.001375
146 5172119 6428 0.001243
147 4990186 6500 0.001303
148 4824748 6411 0.001329
149 4656006 6036 0.001296
